Source IP,Source Port,Source Domain,Destination IP,Destination Port,Destination Domain,Protocol
138.91.182.224,443,138.91.182.224,192.168.100.58,59423,192.168.100.58,TCP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59370,192.168.100.58,TCP
192.168.100.58,60876,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
138.91.182.224,443,138.91.182.224,192.168.100.58,59422,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57012,192.168.100.58,UDP
172.224.19.14,443,a172-224-19-14.source.akaquill.net,192.168.100.58,62459,192.168.100.58,UDP
138.91.182.224,443,138.91.182.224,192.168.100.58,59421,192.168.100.58,TCP
192.168.100.58,59893,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53402,192.168.100.58,182.176.154.43,443,182.176.154.43,TCP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59137,192.168.100.58,TCP
192.168.100.58,57012,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,51177,192.168.100.58,UDP
3.160.77.45,443,server-3-160-77-45.dxb53.r.cloudfront.net,192.168.100.58,59419,192.168.100.58,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,59469,192.168.100.58,TCP
192.168.100.58,59419,192.168.100.58,3.160.77.45,443,server-3-160-77-45.dxb53.r.cloudfront.net,TCP
0.0.0.0,0,0.0.0.0,159.160.83.218,0,159.160.83.218,Other
192.168.100.1,53,192.168.100.1,192.168.100.58,65531,192.168.100.58,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59417,192.168.100.58,TCP
192.168.100.58,59418,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51447,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,60896,192.168.100.58,UDP
192.168.100.58,59417,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
104.16.103.112,443,104.16.103.112,192.168.100.58,59416,192.168.100.58,TCP
192.168.100.58,59415,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.58,59563,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
172.217.19.229,443,par21s11-in-f5.1e100.net,192.168.100.58,59414,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,13876,192.168.100.58,UDP
192.168.100.58,59725,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57463,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59413,192.168.100.58,52.168.117.175,443,52.168.117.175,TCP
192.168.100.58,59409,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,53391,192.168.100.58,23.200.176.28,443,a23-200-176-28.deploy.static.akamaitechnologies.com,TCP
162.247.243.29,443,162.247.243.29,192.168.100.58,59041,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,35606,192.168.100.58,UDP
192.168.100.58,2707,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,65008,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56704,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,5219,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59533,192.168.100.58,103.84.152.178,443,static.anycast.net,TCP
192.168.100.58,35606,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59278,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.58,58918,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,59407,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,59116,192.168.100.58,142.250.181.46,443,fjr04s06-in-f14.1e100.net,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59406,192.168.100.58,TCP
192.168.100.58,10747,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,5315,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.9,50909,192.168.100.9,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.58,51747,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,59405,192.168.100.58,TCP
192.168.100.58,59272,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,10054,192.168.100.58,UDP
192.168.100.58,2240,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59405,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,59404,192.168.100.58,TCP
192.168.100.58,58753,192.168.100.58,142.250.181.142,443,fjr04s09-in-f14.1e100.net,UDP
192.168.100.58,20003,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,9281,192.168.100.58,UDP
192.168.100.58,8003,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,62459,192.168.100.58,172.224.19.14,443,a172-224-19-14.source.akaquill.net,UDP
192.168.100.58,25728,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59403,192.168.100.58,172.217.17.46,443,ams16s29-in-f46.1e100.net,TCP
192.168.100.58,18517,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59294,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
20.189.173.18,443,20.189.173.18,192.168.100.58,59402,192.168.100.58,TCP
192.168.100.58,16288,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,52783,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52158,192.168.100.58,UDP
192.168.100.58,59357,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.58,51893,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,52158,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,63601,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,62975,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.243.20,443,162.247.243.20,192.168.100.58,59491,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,59704,192.168.100.58,UDP
20.42.73.25,443,20.42.73.25,192.168.100.58,59373,192.168.100.58,TCP
192.168.100.58,59401,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,63220,192.168.100.58,UDP
192.168.100.58,56905,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,UDP
192.168.100.58,44837,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59588,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,6788,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53684,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,UDP
192.168.100.58,21421,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,54963,192.168.100.58,UDP
192.168.100.58,19703,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64058,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53217,192.168.100.58,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59398,192.168.100.58,TCP
192.168.100.58,59398,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
52.168.112.66,443,52.168.112.66,192.168.100.58,59383,192.168.100.58,TCP
192.168.100.58,45785,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,62255,192.168.100.58,UDP
192.168.100.58,59397,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,36499,192.168.100.58,UDP
192.168.100.58,36499,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,63087,192.168.100.58,172.217.19.234,443,fjr02s13-in-f10.1e100.net,UDP
192.168.100.58,27850,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56754,192.168.100.58,UDP
185.199.110.133,443,cdn-185-199-110-133.github.com,192.168.100.58,59628,192.168.100.58,TCP
192.168.100.58,56754,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,61671,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
104.17.24.14,443,104.17.24.14,192.168.100.58,56929,192.168.100.58,UDP
192.168.100.58,55748,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59460,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,59392,192.168.100.58,TCP
192.168.100.58,62876,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59391,192.168.100.58,TCP
192.168.100.58,22507,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59391,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64736,192.168.100.58,UDP
192.168.100.58,59390,192.168.100.58,108.139.79.30,443,server-108-139-79-30.dxb53.r.cloudfront.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,46719,192.168.100.58,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59371,192.168.100.58,TCP
192.168.100.58,33761,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,8043,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52386,192.168.100.58,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59353,192.168.100.58,TCP
192.168.100.58,46719,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
142.250.181.14,443,fjr04s05-in-f14.1e100.net,192.168.100.58,59399,192.168.100.58,TCP
192.168.100.58,59389,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,58953,192.168.100.58,TCP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,59347,192.168.100.58,TCP
192.168.100.58,22994,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,4935,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,0,192.168.100.58,17.253.60.71,0,sgsin3-edge-get-004.a.aaplimg.com,Other
192.168.100.1,53,192.168.100.1,192.168.100.58,5315,192.168.100.58,UDP
192.168.100.58,59387,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
172.217.19.195,443,ams16s31-in-f3.1e100.net,192.168.100.58,59518,192.168.100.58,TCP
172.217.19.206,443,fjr04s13-in-f14.1e100.net,192.168.100.58,53547,192.168.100.58,UDP
192.168.100.58,59386,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,TCP
192.168.100.58,59385,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51991,192.168.100.58,UDP
192.168.100.9,42730,192.168.100.9,239.255.255.250,1900,239.255.255.250,UDP
20.42.73.24,443,20.42.73.24,192.168.100.58,59497,192.168.100.58,TCP
192.168.100.58,55353,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.207.73.85,443,20.207.73.85,192.168.100.58,59424,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,62350,192.168.100.58,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59382,192.168.100.58,TCP
192.168.100.58,11018,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,61657,192.168.100.58,UDP
192.168.100.58,59381,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64790,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,2194,192.168.100.58,UDP
192.168.100.58,59379,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,42966,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,58630,192.168.100.58,UDP
192.168.100.58,63296,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
52.178.17.234,443,52.178.17.234,192.168.100.58,59378,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,65187,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53558,192.168.100.58,UDP
192.168.100.58,59005,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,41524,192.168.100.58,UDP
192.168.100.58,53558,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53397,192.168.100.58,23.200.177.134,443,a23-200-177-134.deploy.static.akamaitechnologies.com,TCP
192.168.100.58,59377,192.168.100.58,52.178.17.234,443,52.178.17.234,TCP
192.168.100.58,53846,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.46,443,ams16s29-in-f46.1e100.net,192.168.100.58,62787,192.168.100.58,UDP
192.168.100.58,53167,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
140.82.114.21,443,lb-140-82-114-21-iad.github.com,192.168.100.58,59376,192.168.100.58,TCP
192.168.100.58,59376,192.168.100.58,140.82.114.21,443,lb-140-82-114-21-iad.github.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51847,192.168.100.58,UDP
192.168.100.58,58139,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,17587,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51847,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,31186,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59375,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,59108,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,52477,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
142.250.181.74,443,fjr04s07-in-f10.1e100.net,192.168.100.58,64399,192.168.100.58,UDP
192.168.100.58,57040,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,UDP
192.168.100.58,49233,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51556,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59570,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,64399,192.168.100.58,142.250.181.74,443,fjr04s07-in-f10.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64185,192.168.100.58,UDP
192.168.100.58,49590,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53291,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,28331,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54331,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,UDP
192.168.100.58,59006,192.168.100.58,34.192.77.90,443,ec2-34-192-77-90.compute-1.amazonaws.com,TCP
59.103.129.42,443,59.103.129.42,192.168.100.58,59170,192.168.100.58,TCP
104.16.103.112,443,104.16.103.112,192.168.100.58,59374,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,15813,192.168.100.58,UDP
192.168.100.58,59374,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
172.64.155.209,443,172.64.155.209,192.168.100.58,58976,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,62859,192.168.100.58,UDP
192.168.100.58,59371,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,59369,192.168.100.58,TCP
192.168.100.58,59369,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,59368,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
192.168.100.58,59503,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
192.168.100.58,40945,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59367,192.168.100.58,TCP
192.168.100.58,59476,192.168.100.58,65.1.97.76,443,ec2-65-1-97-76.ap-south-1.compute.amazonaws.com,TCP
192.168.100.58,59029,192.168.100.58,104.18.32.47,443,104.18.32.47,TCP
192.168.100.58,59367,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59477,192.168.100.58,TCP
192.168.100.58,49867,192.168.100.58,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55530,192.168.100.58,UDP
192.168.100.58,59429,192.168.100.58,52.168.117.175,443,52.168.117.175,TCP
192.168.100.58,48977,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,61012,192.168.100.58,UDP
192.168.100.58,59365,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
172.217.17.67,443,ams16s30-in-f67.1e100.net,192.168.100.58,59364,192.168.100.58,TCP
192.168.100.58,59364,192.168.100.58,172.217.17.67,443,ams16s30-in-f67.1e100.net,TCP
192.168.100.58,52478,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,11312,192.168.100.58,UDP
192.168.100.58,59362,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58608,192.168.100.58,UDP
192.168.100.58,59361,192.168.100.58,142.250.181.132,443,fjr04s09-in-f4.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,50818,192.168.100.58,UDP
192.168.100.58,59652,192.168.100.58,140.82.113.21,443,lb-140-82-113-21-iad.github.com,TCP
192.168.100.58,50818,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59360,192.168.100.58,151.101.140.223,443,151.101.140.223,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,59470,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51417,192.168.100.58,UDP
142.250.181.142,443,fjr04s09-in-f14.1e100.net,192.168.100.58,58753,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64020,192.168.100.58,UDP
192.168.100.58,57175,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,64020,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54611,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56164,192.168.100.58,UDP
192.168.100.58,56164,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,50789,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,33164,192.168.100.58,UDP
192.168.100.58,34520,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52526,192.168.100.58,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59355,192.168.100.58,TCP
192.168.100.58,43471,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59469,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59354,192.168.100.58,TCP
192.168.100.58,61316,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59354,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59409,192.168.100.58,TCP
34.192.130.194,443,ec2-34-192-130-194.compute-1.amazonaws.com,192.168.100.58,58860,192.168.100.58,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59352,192.168.100.58,TCP
192.168.100.58,59399,192.168.100.58,142.250.181.14,443,fjr04s05-in-f14.1e100.net,TCP
192.168.100.58,59352,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,59350,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
104.16.103.112,443,104.16.103.112,192.168.100.58,59348,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,65516,192.168.100.58,UDP
192.168.100.58,57457,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58854,192.168.100.58,104.26.6.30,443,104.26.6.30,TCP
192.168.100.58,59348,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,59310,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,59347,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51039,192.168.100.58,UDP
192.168.100.58,6600,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,49422,192.168.100.58,UDP
192.168.100.58,62859,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
52.35.116.155,443,ec2-52-35-116-155.us-west-2.compute.amazonaws.com,192.168.100.58,59319,192.168.100.58,TCP
192.168.100.58,59346,192.168.100.58,172.217.19.229,443,par21s11-in-f5.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,28950,192.168.100.58,UDP
104.18.32.47,443,104.18.32.47,192.168.100.58,59345,192.168.100.58,TCP
192.168.100.58,59345,192.168.100.58,104.18.32.47,443,104.18.32.47,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,59344,192.168.100.58,TCP
192.168.100.58,64890,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59344,192.168.100.58,104.18.32.47,443,104.18.32.47,TCP
192.168.100.9,33577,192.168.100.9,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.58,26733,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,58414,192.168.100.58,UDP
192.168.100.13,58304,192.168.100.13,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.58,53625,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,47648,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.206,443,fjr04s13-in-f14.1e100.net,192.168.100.58,61617,192.168.100.58,UDP
192.168.100.58,35123,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,61617,192.168.100.58,172.217.19.206,443,fjr04s13-in-f14.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56774,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,27198,192.168.100.58,UDP
192.168.100.58,61994,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
157.240.227.61,443,whatsapp-chatd-edge-shv-01-mct1.facebook.com,192.168.100.58,53332,192.168.100.58,TCP
192.168.100.58,24491,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57447,192.168.100.58,UDP
192.168.100.58,27198,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,61241,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,34609,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59628,192.168.100.58,185.199.110.133,443,cdn-185-199-110-133.github.com,TCP
192.168.100.58,59343,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
140.82.113.21,443,lb-140-82-113-21-iad.github.com,192.168.100.58,59649,192.168.100.58,TCP
192.168.100.58,53219,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,59342,192.168.100.58,TCP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,61005,192.168.100.58,UDP
192.168.100.58,38608,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,59340,192.168.100.58,TCP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59339,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,65328,192.168.100.58,UDP
192.168.100.58,59341,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.58,59340,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,14989,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,47111,192.168.100.58,UDP
192.168.100.58,59339,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.58,59337,192.168.100.58,17.253.18.131,123,inbom5-ntp-002.aaplimg.com,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64515,192.168.100.58,UDP
192.168.100.58,29960,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
140.18.192.168,0,140.18.192.168,100.58.232.166,0,100.58.232.166,Other
192.168.100.58,58206,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54632,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,61224,192.168.100.58,UDP
142.250.181.132,443,fjr04s09-in-f4.1e100.net,192.168.100.58,59338,192.168.100.58,TCP
192.168.100.58,53974,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64458,192.168.100.58,UDP
108.139.79.30,443,server-108-139-79-30.dxb53.r.cloudfront.net,192.168.100.58,59390,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,28676,192.168.100.58,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59337,192.168.100.58,TCP
192.168.100.58,59472,192.168.100.58,35.167.233.38,443,ec2-35-167-233-38.us-west-2.compute.amazonaws.com,TCP
192.168.100.58,59337,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64384,192.168.100.58,UDP
192.168.100.58,63404,192.168.100.58,17.253.60.163,443,sgsin3-edge-get-010.b.aaplimg.com,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52966,192.168.100.58,UDP
192.168.100.58,53213,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
216.58.208.226,443,par10s22-in-f226.1e100.net,192.168.100.58,51761,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56293,192.168.100.58,UDP
